Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total valid votes polled +NOTA,% votes polled
194,Farrukhabad,DHANANJIA,M,46,GEN,BMUP,227,1,228,355345,207982,0.109814423257539
194,Farrukhabad,GAURAV KUMAR,M,39,GEN,IND,166,0,166,355345,207982,0.0799526064068046
195,Bhojpur,NAGENDRA SINGH RATHORE,M,59,GEN,BJP,93490,183,93673,307153,187708,49.9831918424409
195,Bhojpur,ARSHAD JAMAL SIDDIQUI,M,33,GEN,SP,58575,221,58796,307153,187708,31.3730930745055
195,Bhojpur,NITIN SINGH JAIMINI RAJPUT,M,39,GEN,BSP,25721,117,25838,307153,187708,13.7869579369187
195,Bhojpur,URMILA,F,56,GEN,LD,2115,1,2116,307153,187708,1.12908131413112
195,Bhojpur,DALGANJAN SINGH,M,81,GEN,IND,994,0,994,307153,187708,0.530390749643827
195,Bhojpur,JAGPAL,M,31,GEN,IND,958,0,958,307153,187708,0.511181426719101
195,Bhojpur,JALALUDDIN,M,48,GEN,IND,769,0,769,307153,187708,0.410332481364289
195,Bhojpur,AJAJ AHAMAD,M,30,GEN,IND,686,0,686,307153,187708,0.366044320176726
195,Bhojpur,DHARMENDRA SINGH PAL,M,44,GEN,JAM,528,2,530,307153,187708,0.282803920836246
195,Bhojpur,VISHRAM SINGH,M,77,GEN,RLD,524,0,524,307153,187708,0.279602367015458
195,Bhojpur,AVNEET KUMAR,M,27,GEN,IND,501,0,501,307153,187708,0.267329744035772
195,Bhojpur,REETA,F,30,GEN,IND,449,0,449,307153,187708,0.239582944255612
195,Bhojpur,MO. TAMJEED,M,27,GEN,PECP,370,1,371,307153,187708,0.197962744585372
195,Bhojpur,None of the Above,,,,NOTA,299,0,299,307153,187708,0.15954409873592
195,Bhojpur,ARVIND KUMAR,M,44,GEN,IND,221,0,221,307153,187708,0.11792389906568
195,Bhojpur,RAMTIRTH,M,44,GEN,BSRD,193,0,193,307153,187708,0.102983314568671
195,Bhojpur,ARVIND,M,39,SC,IND,182,0,182,307153,187708,0.0971137992305599
195,Bhojpur,SAYED ANWAR ALI,M,48,GEN,RSJNP,177,0,177,307153,187708,0.0944458377132368
195,Bhojpur,SHAILENDRA SINGH,M,49,GEN,IND,154,0,154,307153,187708,0.0821732147335507
195,Bhojpur,SRINIVAS,M,38,GEN,PSWAM,142,0,142,307153,187708,0.0757701070919753
195,Bhojpur,VIJAY LAXMI,F,36,GEN,BMUP,135,0,135,307153,187708,0.072034960967723
196,Chhibramau,ARCHANA PANDEY,F,56,GEN,BJP,111885,324,112209,422147,268754,42.0426912657882
196,Chhibramau,TAHIR HUSSAIN SIDDIQUI,M,46,GEN,BSP,74775,210,74985,422147,268754,28.0955289198293
196,Chhibramau,ARVIND SINGH,M,48,GEN,SP,72307,356,72663,422147,268754,27.2255173421558
196,Chhibramau,None of the Above,,,,NOTA,1860,1,1861,422147,268754,0.697283180900211
196,Chhibramau,MEERA DEVI,F,49,GEN,IND,1287,0,1287,422147,268754,0.482215719408152
196,Chhibramau,TASKEEN,M,37,GEN,IND,989,0,989,422147,268754,0.37056048678684
196,Chhibramau,UMESH CHANDRA,M,39,GEN,IND,968,0,968,422147,268754,0.362692165024935
196,Chhibramau,SANJEEV KUMAR,M,42,GEN,IND,837,0,837,422147,268754,0.313608824510197
196,Chhibramau,UMASHANKAR,M,55,GEN,MNVP,612,0,612,422147,268754,0.229305377061219
196,Chhibramau,VIVEK KUMAR,M,26,GEN,JAM,570,0,570,422147,268754,0.21356873353741
196,Chhibramau,RAJESH KUMAR SINGH,M,52,GEN,BSRD,523,0,523,422147,268754,0.19595868007029
196,Chhibramau,ASHISH,M,26,GEN,IND,500,0,500,422147,268754,0.187340994331062
196,Chhibramau,KUSUM,F,47,GEN,BMUP,292,0,292,422147,268754,0.10940714068934
196,Chhibramau,ARCHANA,F,36,SC,IND,263,0,263,422147,268754,0.0985413630181384
196,Chhibramau,SURENDRA SINGH,M,27,GEN,SDU,195,0,195,422147,268754,0.073062987789114
197,Tirwa,KAILASH SINGH RAJPUT,M,60,GEN,BJP,100040,386,100426,347135,215019,47.1158402417111
197,Tirwa,VIJAY BAHADUR PAL,M,76,GEN,SP,75783,434,76217,347135,215019,35.7579510854012
197,Tirwa,VIJAY SINGH,M,56,GEN,BSP,31871,165,32036,347135,215019,15.0300027680427
197,Tirwa,None of the Above,,,,NOTA,1871,1,1872,347135,215019,0.87826711143014
197,Tirwa,SUDHIR KUMAR,M,37,SC,IND,928,0,928,347135,215019,0.435380277461095
197,Tirwa,ADIM ALI SHAH,M,30,GEN,VPI,607,0,607,347135,215019,0.28477998752035
197,Tirwa,VINAY KUMAR,M,39,GEN,IND,574,0,574,347135,215019,0.269297714722703
197,Tirwa,RAJU KHAN,M,32,GEN,SANVP,438,0,438,347135,215019,0.205491984405129
197,Tirwa,KARAN SINGH,M,41,GEN,BSRD,434,0,434,347135,215019,0.203615345278141
197,Tirwa,RAHUL,M,29,GEN,JAM,427,2,429,347135,215019,0.201269546369407
197,Tirwa,REETA,F,28,GEN,IND,342,0,342,347135,215019,0.160452645357429
197,Tirwa,MOHD. NAYYAR KHAN,M,31,GEN,IND,319,0,319,347135,215019,0.149661970377251
197,Tirwa,RAGHUVIR SINGH,M,51,SC,IND,216,0,216,347135,215019,0.101338512857324
197,Tirwa,PAWAN KUMAR BHANU,M,45,SC,IND,181,0,181,347135,215019,0.0849179204961834
198,Kannauj ,ANIL KUMAR DOHARE,M,55,SC,SP,99353,282,99635,385545,248056,40.4444895473919
198,Kannauj ,BANWARI LAL DOHARE,M,65,SC,BJP,96913,268,97181,385545,248056,39.4483458494013
198,Kannauj ,ANURAG SINGH,M,30,SC,BSP,44030,152,44182,385545,248056,17.9346458291049
198,Kannauj ,None of the Above,,,,NOTA,1703,3,1706,385545,248056,0.692510655571342
198,Kannauj ,KRIPARAM,M,51,SC,BSRD,1160,0,1160,385545,248056,0.470874771666328
198,Kannauj ,SHRIKANT SINGH,M,33,SC,IND,946,0,946,385545,248056,0.384006494824437
198,Kannauj ,SUNIL,M,30,SC,IND,860,0,860,385545,248056,0.349096813476761
198,Kannauj ,RAM PRAKASH SINGH,M,61,SC,JAM,578,0,578,385545,248056,0.234625532778567
198,Kannauj ,RAJ KATHERIA,M,33,SC,IND,560,2,562,385545,248056,0.22813070834179
198,Kannauj ,MUKESH KUMAR JATAV,M,32,SC,AD,413,0,413,385545,248056,0.167647655774305
198,Kannauj ,NEETU SINGH,F,27,SC,BMUP,304,0,304,385545,248056,0.123401664298762
198,Kannauj ,DEEPAK DOHARE,M,27,SC,VPI,283,0,283,385545,248056,0.114877207225492
198,Kannauj ,BIRENDRA,M,33,SC,IND,246,0,246,385545,248056,0.0998579257154455
199,Jaswantnagar,SHIVPAL SINGH YADAV,M,61,GEN,SP,126277,557,126834,366434,233057,54.7335260863936
199,Jaswantnagar,MANISH YADAV PATRE,M,34,GEN,BJP,74062,156,74218,366434,233057,32.0277909636215
199,Jaswantnagar,DURVESH KUMAR SHAKYA,M,44,GEN,BSP,24396,113,24509,366434,233057,10.5765330341346
199,Jaswantnagar,ASHOK KUMAR SHAKYA,M,50,GEN,JAM,1836,2,1838,366434,233057,0.793164458637207
199,Jaswantnagar,None of the Above,,,,NOTA,1327,0,1327,366434,233057,0.572649203814784
199,Jaswantnagar,JAGPAL SINGH YADAV,M,59,GEN,RLD,1144,1,1145,366434,233057,0.494109524015017
199,Jaswantnagar,ANITA DEVI,F,32,GEN,IND,822,0,822,366434,233057,0.354723169205541
199,Jaswantnagar,DESHDEEP YADAV,M,32,GEN,IND,622,0,622,366434,233057,0.268415828766237
199,Jaswantnagar,ARUNA DEVI,F,32,GEN,IND,601,0,601,366434,233057,0.25935355802011
199,Jaswantnagar,BHANUPRATAP,M,47,GEN,BSRD,585,0,585,366434,233057,0.252448970784965
199,Jaswantnagar,RAGHUVEER SINGH,M,70,GEN,IND,556,0,556,366434,233057,0.239934406421266
200,Etawah,SARITA BHADAURIYA,F,50,GEN,BJP,90792,442,91234,381680,220994,41.3947368421053
200,Etawah,KULDEEP GUPTA &#39;SANTU&#39;,M,45,GEN,SP,73454,438,73892,381680,220994,33.5263157894737
200,Etawah,NARENDRA NATH CHATURVEDI URF BALLU CHOUDHRI,M,66,GEN,BSP,43182,395,43577,381680,220994,19.771778584392
200,Etawah,AMAR SINGH,M,58,GEN,CPM,1424,7,1431,381680,220994,0.649274047186933
200,Etawah,AMAR SINGH URF SANJAY TOMAR,M,40,GEN,VP,1251,0,1251,381680,220994,0.567604355716878
200,Etawah,ASHISH SINGH,M,47,GEN,LD,1194,9,1203,381680,220994,0.545825771324864
200,Etawah,SATENDRA SINGH,M,29,GEN,PECP,939,2,941,381680,220994,0.426950998185118
200,Etawah,SUKHRANI,F,43,GEN,MHP,792,1,793,381680,220994,0.359800362976407
200,Etawah,SHYAM SINGH,M,27,GEN,BNAVP,773,1,774,381680,220994,0.351179673321234
200,Etawah,MANISH KUMAR BAJPAI,M,30,GEN,IND,756,0,756,381680,220994,0.343012704174229
200,Etawah,MANOJ KUMAR RAJPUT,M,26,GEN,JAM,621,4,625,381680,220994,0.283575317604356
200,Etawah,ANIL KUMAR,M,53,GEN,IND,612,0,612,381680,220994,0.277676950998185
200,Etawah,None of the Above,,,,NOTA,589,5,594,381680,220994,0.26950998185118
200,Etawah,PRADEEP SAXENA,M,34,GEN,IND,576,2,578,381680,220994,0.262250453720508
200,Etawah,RAJBAHADUR,M,43,GEN,RSOSP,499,1,500,381680,220994,0.226860254083485
200,Etawah,VIKAS BABU,M,26,GEN,IND,477,0,477,381680,220994,0.216424682395644
200,Etawah,VIJENDRA SINGH CHAUHAN,M,37,GEN,RJAP,421,0,421,381680,220994,0.191016333938294
200,Etawah,DEEPAK S. DSOUZA,M,42,GEN,BMUP,355,6,361,381680,220994,0.163793103448276
200,Etawah,RAVINDRA SINGH,M,40,GEN,BSRD,323,0,323,381680,220994,0.146551724137931
200,Etawah,HARENDRA KUMAR,M,39,GEN,SWAJANPA,266,1,267,381680,220994,0.121143375680581
200,Etawah,UPDESH KUMAR,M,38,GEN,NASHMBP,233,0,233,381680,220994,0.105716878402904
200,Etawah,BRAJRAM RATHAUR,M,53,GEN,LRAP,151,0,151,381680,220994,0.0685117967332123
201,Bharthana ,SAVITRI KATHERIA,F,49,SC,BJP,81843,162,82005,390089,230140,35.8833773825985
201,Bharthana ,KAMLESH KUMAR KATHERIA,M,32,SC,SP,79786,251,80037,390089,230140,35.022228834474
201,Bharthana ,RAGHVENDRA KUMAR GAUTAM,M,47,SC,BSP,61648,190,61838,390089,230140,27.0587926417307
201,Bharthana ,None of the Above,,,,NOTA,1601,7,1608,390089,230140,0.703621374687133
201,Bharthana ,DR. RAM BHAROSE LAL,M,81,SC,NCP,1027,0,1027,390089,230140,0.449390019778412
201,Bharthana ,VIMAL GAUTAM &#39;VIMAL KUMAR&#39;,M,31,SC,BSRD,950,0,950,390089,230140,0.415696707682075
201,Bharthana ,RAJARAM VERMA,M,67,SC,JAM,847,0,847,390089,230140,0.370626433059703
201,Bharthana ,ARVIND KUMAR,M,37,SC,VIP,827,0,827,390089,230140,0.361874923424291
201,Bharthana ,VIJAY SINGH,M,30,SC,VP,522,0,522,390089,230140,0.228414401484256
201,Bharthana ,DHEKENDRA,M,26,SC,LD,478,1,479,390089,230140,0.20959865576812
202,Bidhuna,VINAY SHAKYA,M,47,GEN,BJP,81719,186,81905,355368,218376,37.7258113548221
202,Bidhuna,DINESH KUMAR VERMA,M,39,GEN,SP,77737,258,77995,355368,218376,35.9248477702136
202,Bidhuna,SHIV PRASAD YADAV,M,55,GEN,BSP,53227,139,53366,355368,218376,24.5806196051698
202,Bidhuna,None of the Above,,,,NOTA,1269,1,1270,355368,218376,0.584967711624736
202,Bidhuna,SANJEEV KUMAR SHAKYA,M,42,GEN,JAM,1147,0,1147,355368,218376,0.528313358451632
202,Bidhuna,UMAKANT,M,47,GEN,DESP,964,0,964,355368,218376,0.444022735437989
202,Bidhuna,RADHAKRISHNA,M,44,GEN,IND,695,0,695,355368,218376,0.320120125652907
202,Bidhuna,KRISHNAVEER SINGH,M,34,GEN,IND,688,0,688,355368,218376,0.316895894171511
202,Bidhuna,LAXMAN KUMAR,M,32,GEN,JANADIP,346,0,346,355368,218376,0.15936915608044
203,Dibiyapur,LAKHAN SINGH,M,60,GEN,BJP,71312,168,71480,309502,191614,37.438980955773
203,Dibiyapur,PRADEEP KUMAR YADAV,M,59,GEN,SP,59173,213,59386,309502,191614,31.1045232658021
203,Dibiyapur,RAM KUMAR AWASTHI,M,46,GEN,BSP,51268,184,51452,309502,191614,26.9489430349249
203,Dibiyapur,VAADSHAH RAJPUT,M,42,GEN,NINSHAD,2757,4,2761,309502,191614,1.44612515974943
203,Dibiyapur,ATAR SINGH KUSHWAHA,M,54,GEN,CPI,1282,0,1282,309502,191614,0.671471370807232
203,Dibiyapur,MAHENDRA PRATAP SINGH,M,39,GEN,IND,805,0,805,309502,191614,0.421633739079424
203,Dibiyapur,None of the Above,,,,NOTA,689,1,690,309502,191614,0.361400347782364
203,Dibiyapur,SARNAAM,M,43,GEN,IND,678,0,678,309502,191614,0.35511512434267
203,Dibiyapur,VEDNARAYAN BATHAM,M,57,GEN,JAM,656,0,656,309502,191614,0.343592214703233
203,Dibiyapur,ARVIND SHARMA,M,40,GEN,LD,651,0,651,309502,191614,0.340973371603361
203,Dibiyapur,SHANDHYA DEVI,F,43,GEN,IND,586,0,586,309502,191614,0.306928411305022
203,Dibiyapur,RAJNI,F,52,GEN,IND,477,0,477,309502,191614,0.249837631727808
203,Dibiyapur,YOGESH PRATAP SINGH,M,27,SC,BMUP,287,0,287,309502,191614,0.150321593932664
203,Dibiyapur,BALVEER SINGH,M,70,GEN,IND,238,0,238,309502,191614,0.124656931553917
203,Dibiyapur,MUKESH KUMAR,M,45,GEN,IND,185,0,185,309502,191614,0.0968971946952714
204,Auraiya ,RAMESH CHANDRA,M,53,SC,BJP,83334,246,83580,319346,184820,45.515686520103
204,Auraiya ,BHIMRAO AMBEDKAR,M,52,SC,BSP,51554,164,51718,319346,184820,28.1643966911544
204,Auraiya ,MADAN SINGH GAUTAM ALIAS SANTOSH,M,50,SC,SP,39050,151,39201,319346,184820,21.3479352389873
204,Auraiya ,KANTI,F,62,SC,NINSHAD,5138,3,5141,319346,184820,2.79966671930904
204,Auraiya ,None of the Above,,,,NOTA,1188,3,1191,319346,184820,0.648590364267082
204,Auraiya ,ALOK KUMAR,M,46,SC,JAM,1137,2,1139,319346,184820,0.620272397061466
204,Auraiya ,MAN SINGH,M,55,SC,PECP,793,1,794,319346,184820,0.432393576178055
204,Auraiya ,SANJEEV KUMAR VERMA,M,33,SC,LD,659,0,659,319346,184820,0.358875776701937
204,Auraiya ,KAMLA DEVI,F,51,SC,BMUP,554,1,555,319346,184820,0.302239842290706
204,Auraiya ,LAKSHMI DEVI,F,48,SC,IND,553,0,553,319346,184820,0.301150689705874
204,Auraiya ,SARMAN SINGH SARDAR,M,70,SC,VPI,289,0,289,319346,184820,0.157382548508133
205,Rasulabad ,NIRMALA SANKHWAR,F,47,SC,BJP,88140,250,88390,311334,189385,47.0249622268094
205,Rasulabad ,ARUN KUMARI KORI,F,43,SC,SP,54705,291,54996,311334,189385,29.2587942371944
205,Rasulabad ,POONAM SANKHAVAR,F,39,SC,BSP,40885,175,41060,311334,189385,21.8446085420612
205,Rasulabad ,None of the Above,,,,NOTA,1419,2,1421,311334,189385,0.75599582898853
205,Rasulabad ,BABURAM KATHERIYA,M,55,SC,IND,1163,1,1164,311334,189385,0.619267519312209
205,Rasulabad ,MUNNILAL,M,50,SC,BSCP,1017,1,1018,311334,189385,0.541593071013598
205,Rasulabad ,AVDHESH KUMAR,M,50,SC,BSRD,809,0,809,311334,189385,0.430401566257368
205,Rasulabad ,USHA DEVI,F,54,SC,VPI,527,0,527,311334,189385,0.280372837351833
206,Akbarpur - Raniya,PRATIBHA SHUKLA,F,56,GEN,BJP,87204,226,87430,308135,203207,43.2588355788213
206,Akbarpur - Raniya,NEERAJ SINGH,M,36,GEN,SP,58490,211,58701,308135,203207,29.0442286093148
206,Akbarpur - Raniya,DR. SATISH SHUKLA,M,40,GEN,BSP,45618,143,45761,308135,203207,22.6417428219426
206,Akbarpur - Raniya,VIJAY LAXMI,F,56,GEN,LD,2305,8,2313,308135,203207,1.14443196492982
206,Akbarpur - Raniya,BALVAN SINGH,M,52,GEN,RLD,1717,0,1717,308135,203207,0.849541583996754
206,Akbarpur - Raniya,SURENDRA KUMAR GUPTA,M,48,GEN,JAM,1189,2,1191,308135,203207,0.589285979347778
206,Akbarpur - Raniya,None of the Above,,,,NOTA,1095,3,1098,308135,203207,0.54327120514178
206,Akbarpur - Raniya,LALIT KUMAR,M,33,GEN,PECP,1066,4,1070,308135,203207,0.529417294628146
206,Akbarpur - Raniya,DEEPENDRA SINGH CHAUHAN,M,42,GEN,IND,907,0,907,308135,203207,0.448767744138064
206,Akbarpur - Raniya,ANAND AWASTHI,M,30,GEN,BSCP,790,0,790,308135,203207,0.390878189491809
206,Akbarpur - Raniya,PRATIBHA,F,30,GEN,IND,720,1,721,308135,203207,0.356738195726069
206,Akbarpur - Raniya,ABDUL SATTAR,M,74,GEN,BMUP,573,0,573,308135,203207,0.283510383011147
206,Akbarpur - Raniya,SHANTEE,F,46,GEN,SSD,392,0,392,308135,203207,0.193954747190872
206,Akbarpur - Raniya,RAMCHANDRA,M,72,GEN,VP,315,0,315,308135,203207,0.15585649327838
206,Akbarpur - Raniya,RAMPRAKASH KUSHWAHA,M,50,GEN,ALHP,228,0,228,308135,203207,0.112810414182446
207,Sikandra,MATHURA PRASAD PAL,M,70,GEN,BJP,87557,322,87879,321241,193753,45.6962940237428
207,Sikandra,MAHENDRA KATIYAR (BABLU),M,48,GEN,BSP,49491,285,49776,321241,193753,25.8830748111133
207,Sikandra,SEEMA SACHAN,F,58,GEN,SP,41649,361,42010,321241,193753,21.8448242690226
207,Sikandra,PRABHAKAR PANDEY,M,40,GEN,NINSHAD,6366,15,6381,321241,193753,3.31806292931762
207,Sikandra,MITHLESH KATIYAR,F,50,GEN,JANADIP,1950,11,1961,321241,193753,1.01970246111767
207,Sikandra,None of the Above,,,,NOTA,1439,3,1442,321241,193753,0.749827102973829
207,Sikandra,RAMBALI SINGH,M,50,GEN,IND,1229,5,1234,321241,193753,0.641668963293831
207,Sikandra,KRISHNA BABU,M,50,GEN,IND,694,0,694,321241,193753,0.360873792970761
207,Sikandra,SANTOSH KUMAR KUSHAWAHA,M,44,GEN,LD,673,2,675,321241,193753,0.350993962903838
207,Sikandra,DR.OMKAR NATH KATIYAR,M,50,GEN,ALHP,500,0,500,321241,193753,0.259995528076917
207,Sikandra,SEEMA YADAV,F,28,GEN,NSPI,449,2,451,321241,193753,0.234515966325379
207,Sikandra,DINESH SINGH,M,48,GEN,BSRD,389,0,389,321241,193753,0.202276520843841
207,Sikandra,MAMTA,F,34,SC,BMUP,361,0,361,321241,193753,0.187716771271534
208,Bhognipur,VINOD KUMAR KATIYAR,M,49,GEN,BJP,71144,322,71466,333056,212667,33.8537768472113
208,Bhognipur,DHARMPAL SINGH BHADAURIA,M,49,GEN,BSP,52155,306,52461,333056,212667,24.8510198861214
208,Bhognipur,YOGENDRA PAL SINGH,M,75,GEN,SP,47785,396,48181,333056,212667,22.8235639643395
208,Bhognipur,JUNED KHAN,M,34,GEN,PECP,18334,46,18380,333056,212667,8.70669155195119
208,Bhognipur,AJAY SINGH BHADAURIA,M,48,GEN,NINSHAD,11409,6,11415,333056,212667,5.4073386325094
208,Bhognipur,NEETAM SACHAN,M,40,GEN,INC,2780,53,2833,333056,212667,1.34200528654395
208,Bhognipur,None of the Above,,,,NOTA,1563,2,1565,333056,212667,0.74134778448333
208,Bhognipur,DHARAMPAL SINGH,M,39,GEN,IND,1015,3,1018,333056,212667,0.482231338405131
208,Bhognipur,COL VINOD KUMAR (RETD),M,60,GEN,BIRK,961,1,962,333056,212667,0.455703877746303
208,Bhognipur,DEEWAN SINGH,M,45,GEN,BSCP,918,0,918,333056,212667,0.434860872942938
208,Bhognipur,SUNDAR LAL KISAN,M,55,GEN,IND,755,0,755,333056,212667,0.357647014239562
208,Bhognipur,NEERAJ SHUKLA,M,30,GEN,IND,691,2,693,333056,212667,0.328277325653002
208,Bhognipur,OM PRAKASH,M,44,SC,BMUP,659,3,662,333056,212667,0.313592481359722
208,Bhognipur,JAGRAM SINGH,M,55,GEN,IND,553,1,554,333056,212667,0.262432378660553
208,Bhognipur,KILKIL SACHAN,M,33,GEN,IND,478,7,485,333056,212667,0.229746757491639
208,Bhognipur,MAHENDRA SINGH,M,44,GEN,NAPT,318,1,319,333056,212667,0.151111784824398
209,Bilhaur,BHAGWATI PRASAD SAGAR,M,61,SC,BJP,102104,222,102326,377575,240684,42.8646232599835
209,Bilhaur,KAMLESH CHANDRA DIWAKAR,M,50,SC,BSP,70957,203,71160,377575,240684,29.8091061038292
209,Bilhaur,SHIV KUMAR BERIYA,M,67,SC,SP,59741,282,60023,377575,240684,25.1437883034027
209,Bilhaur,None of the Above,,,,NOTA,1964,1,1965,377575,240684,0.823143528583816
209,Bilhaur,NARPAT SINGH,M,31,SC,RLD,1239,0,1239,377575,240684,0.519020270694834
209,Bilhaur,SUBHASH,M,45,SC,BSCP,1091,1,1092,377575,240684,0.457441594510701
209,Bilhaur,SURENDRA SINGH,M,45,SC,BSRD,858,0,858,377575,240684,0.359418395686979
209,Bilhaur,BABURAM,M,51,SC,VPI,781,0,781,377575,240684,0.327162898638148
209,Bilhaur,MANOJ KUMAR,M,31,SC,IND,627,0,627,377575,240684,0.262651904540485
209,Bilhaur,RAM AVATAR,M,66,SC,LD,613,0,613,377575,240684,0.256787268713425
210,Bithoor,ABHIJEET SINGH SANGA,M,34,SC,BJP,113024,265,113289,354102,230544,49.5482059446126
210,Bithoor,MUNINDRA SHUKLA,M,58,SC,SP,54020,282,54302,354102,230544,23.7495845069191
210,Bithoor,RAM PRAKASH KUSHWAHA,M,58,SC,BSP,53425,161,53586,354102,230544,23.4364339322265
210,Bithoor,None of the Above,,,,NOTA,1897,3,1900,354102,230544,0.830986161893599
210,Bithoor,PUNEET KUMAR,M,30,SC,BSCP,1336,1,1337,354102,230544,0.58475184129039
210,Bithoor,KARAN SINGH,M,62,SC,RLD,1270,0,1270,354102,230544,0.555448645055195
210,Bithoor,VISHAL,M,31,SC,IND,1180,0,1180,354102,230544,0.516086142649709
210,Bithoor,RAVINDRA KUMAR,M,34,SC,IND,683,0,683,354102,230544,0.298717657143857
210,Bithoor,NEERAJ KUMAR,M,34,SC,IND,609,0,609,354102,230544,0.26635293294379
210,Bithoor,SHAILENDRA,M,38,SC,IND,607,0,607,354102,230544,0.265478210668113
210,Bithoor,PUSHPA,F,25,SC,JHJBP,520,0,520,354102,230544,0.227427791676143
210,Bithoor,PAWAN KUMAR SINGH,M,35,SC,IND,374,0,374,354102,230544,0.163573065551687
210,Bithoor,SURENDRA RAJPOOT,M,32,SC,SHS,366,0,366,354102,230544,0.160074176448977
210,Bithoor,SHAILENDRI KUSHWAHA,F,57,SC,JAM,311,1,312,354102,230544,0.136456675005686
210,Bithoor,SHASHI DEVI,F,25,SC,VPI,209,0,209,354102,230544,0.0914084778082959
211,Kalyanpur,NILIMA KATIYAR,F,44,GEN,BJP,85402,1218,86620,334240,177912,48.9403415992904
211,Kalyanpur,SATISH KUMAR NIGAM,M,55,GEN,SP,61921,1357,63278,334240,177912,35.7521003892853
211,Kalyanpur,DEEPU KUMAR,M,26,GEN,BSP,24957,749,25706,334240,177912,14.523902345317
211,Kalyanpur,None of the Above,,,,NOTA,909,12,921,334240,177912,0.520365442310626
211,Kalyanpur,SHRI KULDEEP SINGH CHAUHAN,M,28,GEN,SHS,365,2,367,334240,177912,0.2073551762519
211,Kalyanpur,SHRIMATI VIJAY LAXMI,F,44,SC,BHAIP,334,3,337,334240,177912,0.190405161844388
211,Kalyanpur,DHEERAJ KU GUPTA,M,32,GEN,IND,253,0,253,334240,177912,0.142945121503353
211,Kalyanpur,RAM PRATAP,M,43,GEN,PBI,167,1,168,334240,177912,0.0949200806820686
211,Kalyanpur,SHRI DHARMDEV,M,61,GEN,SUCI,130,1,131,334240,177912,0.0740150629128035
211,Kalyanpur,SHRI DEEPAK,M,35,GEN,AAPA,131,0,131,334240,177912,0.0740150629128035
212,Govindnagar,SATYA DEV PACHAURI,M,70,GEN,BJP,111033,996,112029,349180,185258,60.8816864209205
212,Govindnagar,AMBUJ SHIKLA,M,49,GEN,INC,39975,545,40520,349180,185258,22.0204226921217
212,Govindnagar,NIRMAL TIWARI,M,43,GEN,BSP,28299,496,28795,349180,185258,15.6485210123308
212,Govindnagar,None of the Above,,,,NOTA,1226,21,1247,349180,185258,0.677676878012727
212,Govindnagar,VIRENDRA KUMAR SARVARIA,M,31,SC,BMUP,992,6,998,349180,185258,0.542358880719087
212,Govindnagar,SHAIL MISHRA,F,40,GEN,BSCP,895,5,900,349180,185258,0.489101195037253
212,Govindnagar,RAJU PAL,M,30,GEN,RLD,759,10,769,349180,185258,0.41790979887072
213,Sishamau,HAZI IRFAN SOLANKI,M,37,GEN,SP,72509,521,73030,272294,154222,47.5979430493186
213,Sishamau,SURESH AWASTHI,M,52,GEN,BJP,66697,507,67204,272294,154222,43.8007964492182
213,Sishamau,NAND LAL KORI,M,30,SC,BSP,11726,223,11949,272294,154222,7.78786555520071
213,Sishamau,None of the Above,,,,NOTA,786,5,791,272294,154222,0.515541187895536
213,Sishamau,ANKIT SRIVASTAVA,M,27,GEN,BKS,407,4,411,272294,154222,0.267872854898945
213,Sishamau,MANMOHAN MISHRA,M,42,GEN,IND,229,0,229,272294,154222,0.149252758568998
213,Sishamau,HIRA LAL SINGH JAYSWAL,M,58,SC,UPRP,227,0,227,272294,154222,0.147949241026911
213,Sishamau,KISHAN LAL BALMIKI,M,40,SC,BHAIP,148,4,152,272294,154222,0.0990673331986365
213,Sishamau,SANJAY KUMAR ALIAS SANJAY CHAK,M,41,SC,BPA,120,0,120,272294,154222,0.0782110525252394
213,Sishamau,LADDAN,M,43,GEN,RUC,108,1,109,272294,154222,0.0710417060437591
214,Arya Nagar,AMITABH BAJPAI,M,43,GEN,SP,70626,367,70993,279098,147465,48.3656256812732
214,Arya Nagar,SALIL VISHNOI,M,61,GEN,BJP,64897,373,65270,279098,147465,44.4666993677785
214,Arya Nagar,A HASIV,M,56,GEN,BSP,5932,129,6061,279098,147465,4.12919664268585
214,Arya Nagar,PRAMOD KUMAR JAISWAL,M,65,GEN,INC,1555,41,1596,279098,147465,1.08731196860693
214,Arya Nagar,RABIULLAH,M,62,GEN,AIMIM,1555,2,1557,279098,147465,1.06074231523872
214,Arya Nagar,None of the Above,,,,NOTA,677,4,681,279098,147465,0.463947024198823
214,Arya Nagar,KISHAN LAL,M,56,SC,BMUP,493,4,497,279098,147465,0.338592762153913
214,Arya Nagar,TRILOKI NATH,M,49,GEN,IND,291,2,293,279098,147465,0.199613036843253
214,Arya Nagar,SUNDER KASHYAP,M,39,GEN,IND,257,2,259,279098,147465,0.176449749291476
214,Arya Nagar,CHAMAN KUMAR,M,35,SC,IND,254,4,258,279098,147465,0.175768476128188
215,KIDWAI NAGAR,MAHESH CHANDRA,M,49,GEN,BJP,110314,1093,111407,354693,205134,54.6067239494748
215,KIDWAI NAGAR,AJAY KAPOOR,M,51,GEN,INC,76448,976,77424,354693,205134,37.9497786949127
